,sentiment,tweet
21932,1,holy crap ems stashes rain jacket new best friend
21933,1,is movies boyfriend
21934,1,thanks will do
21935,0,munch high calorie things keep brain working
21936,0,welcome i love reviewing free paps much downloading using
21937,1,got home dinner really really full mom said dad bought nosy holy
21938,1,great song
21939,1,what compliment glad good time
21940,1,Hannah you
21941,1,went rester aunt NYC amazing
21942,1,yes win
21943,1,i miss i love boy
21944,1,highly amused i treated nicely like patient fault life better
21945,1,laughs i like winning
21946,1,everything better light sabers
21947,1,gonna take good care little baby gonna strong boy sure
21948,1,my birthday week today
21949,1,looks class water splash looks real looking forward review copy happy
21950,1,awe ya showing us mums proud kids let everyone know
21951,1,makes perfect sense i guess earth thanks reply
21952,1,brings back high school days
21953,1,mere fact twittered someone read matters love song gravity
21954,1,high hanging ninth Taylor day there awesome getting go home tomorrow see mom low Nada
21955,1,always good idea
21956,1,it wonderful home wedding i love how
21957,1,OK sou i did got you palm hand
21958,1,loved would never thought Carly version beanie babies
21959,0,hew you sorry i posted div forever i feel guilty next days hopefully
21960,1,hash making card mothers day listening music
21961,0,stupid stay trouble
21962,1,get bed
21963,0,nothing life boring i feel like changing look go shopping tomorrow
21964,1,get right i think i obsessed hides voice chosen guitar song learn summer time perfect picking
21965,1,cannot wait new album ac two months
21966,1,at least denying nerd part
21967,0,another loser i hate lost the game thermostable
21968,1,thanks much everyone came speakeasy last night what hit wonderful see fun June awesome
21969,0,i meant mamas
21970,1,making mommy day present i love
21971,0,watching brother play football
21972,0,time get purr tty wink
21973,1,waiting Jonas come
21974,1,Adana good know glad James great we love guys kisses Venezuela
21975,1,well sucked except company i go Kelly
21976,0,if saying something i fully understand please let know
21977,1,success another paper demolished rock god lives well go yes celebrate awesomeness
21978,1,psyched day gr teaching mom dad baseball
21979,1,next birthday day favorite day year the one day i feel guilty slacking little Aachen
21980,1,perfect day flute quartets morning web marketing afternoon Barrie star trek evening
21981,1,watching next day air
21982,1,proud be mother i have my son his cousin over spending tine boy tine they driving me crazy but i love em
21983,1,belting next normal fabulous evening choice
21984,1,wow fancy
21985,1,spending first night new place
21986,1,decided spacemen way better
21987,1,nip nap respect body love
21988,1,you get show you potshots knew comes shopping
21989,1,baked cake watching movie
21990,0,i hope shatter Didi address message philosophers we doomed stopped thinking
21991,1,watching cabs game Lebanon James newest love pt cabs Lebanon
21992,1,i visual smiling see
21993,1,thats colorful thing vie seen day wow
21994,1,photo i like DA colorless composition great Scriabin
21995,0,tooth ache still sipping dam party
21996,1,well ether buy did wail till July see secret episode episode
21997,0,getting work day hope everyone wonderful day tomorrow hope enjoy cheesecakes
21998,1,yes you tube may made feel better hilarious
21999,1,just got nap relaxing night
22000,1,well thank darling pleasure shopping see first pica
22001,1,oh man great nap still little tired pizza dinner
22002,1,yeah part lab part spaniel energy here love death
22003,1,last i looked hi back
22004,1,ya lucky
22005,1,twitter dam hop back aim went ghost showy
22006,1,boy graduated so proud
22007,1,yep birthday kiss gonna happen right
22008,1,good looking cpl cannot wait see kind kids
22009,0,nothing good tonight anyway preassigns
22010,1,finished watching role models hilarious debating whether go mm
22011,1,halo john happy huge fan hope day awesome buzz home sick less awesome anyways peace
22012,1,went shopping little i deserve and night town big city Norfolk
22013,0,wow god whole ii sew much snappier responsive tweet deck tweets feel like mis
22014,1,oh need stop i could use ego boost
22015,0,pants horrible wife loves job she loves performing kids good environment
22016,1,i wish i see clips show hosted hogtie Shawn yes still hogtie
22017,1,spending quality time family god knows i need right
22018,0,if save pix today show please credit thanks
22019,1,happy early mothers day
22020,0,poor grace you need date cute male nurse
22021,1,i make friends real life INTERNET ever level people comfortable
22022,1,walked blocks today ate delicious black white cookie
22023,1,ha ha ha i know love love
22024,1,sometimes feel pathetic going bed early oh well totally get clam chowder tomorrow happy
22025,1,forever almost happy day ya happy
22026,1,enjoying view chg flayer
22027,0,OK shopping far fun unpacking bags
22028,0,i fell asleep plane watching frost Nixon hope works better
22029,1,let know turns
22030,1,this feeling inside oh sends sky high
22031,1,the loonies projected on garage door with friends amazing
22032,1,happiest places Denmark Finland Netherlands
22033,0,what reading
22034,0,ops wasn't supposed got twitter
22035,1,i figured bouncing
22036,1,yo got blur tickets yesterday going day what bouts you
22037,1,happy guys congratulations
22038,1,good luck tonight boy
22039,1,went bought conquered came back delicious custard croissant
22040,1,ouch give heads know duck
22041,1,saw Hannah Montana movie today best awesome Hannah mile rocks
22042,1,at concert i hope makes guest appearance
22043,0,resting whole day walking
22044,0,quiet unfortunately hell good chill right
22045,1,new twitter coolness conversations neighbors thunderstorm
22046,1,awesome glad like platinum notes free upgrade summer
22047,1,i OK i think i take attitude mothers day invented hallmark holiday
22048,1,BBQ good full
22049,1,i love video you inspiration rm Leslie cannot wait new album still rocking debut
22050,0,they open and i hope shortly no guarantees though
22051,0,thats another sponsor
22052,0,i OK
22053,0,do know nutty newsier twitter feed ones coming links i cannot lazy without links
22054,1,love
22055,1,i completely forgot mothers day today happy mothers day beautiful mums
22056,1,glad hear made i hear place used country looking forward arrival
22057,1,nice to tweet you
22058,0,slept woke iced coffee lazed went late lunch boyfriend sweet little Saturday
22059,1,wow looks incredible wicked job butterflies fantastic
22060,1,pool alcohol cute band ask Saturday night face book
22061,0,pretty long short sparky shiny
22062,1,her new CD lovely
22063,0,you know things seen sure hell one em
22064,1,surprise party today parties tomorrow unfunny but need finish bug project
22065,1,i owl city
22066,1,happy birthday Leshia Leshia BO Leshia
22067,1,wow nothing like sale perk evening huh
22068,0,just finished mowing lawn
22069,1,awe congratulations family happy send priciest email
22070,1,first session ya
22071,1,me person something common
22072,1,run pct
22073,0,OK peeps crazy i twittering someone idea direct message cell blond moment
22074,1,big ups sister calling
22075,1,hey mate fancy finned hes
22076,1,just sang shine newsboys car hallo
22077,0,here hell finny wet drank in dammit
22078,1,what shat hot super nice
22079,1,less hrs graduation going tonight celebrate
22080,1,working
22081,0,really good want see photos nice day
22082,1,awe cute i like song lot
22083,1,Dan Alli they surprised
22084,0,i really want send site kinds private
22085,1,star trek rocked it way better i expected
22086,1,going another birthday party Tonie
22087,0,recovering crazy family i love got i see em couple times year i guess i deal
22088,0,good morning today last day freedom back work tomorrow sorta stoked well
22089,1,cooked breakfast mom happy
22090,0,togs summer job
22091,0,hanging baby
22092,1,amazing
22093,1,were able watch on line i hope and yeah Belinda Jensen really good
22094,1,congratulations bike ride today very impressive indeed ya might tour DE France day
22095,1,vet get animals like children best hope biz going well
22096,1,only six hours left
22097,1,no because honest lets look big picture happy ending smile face
22098,1,eating nachos watching game gotta say Lebanon beast do anybody feel
22099,0,aw sorry sad i hope looks lame ear and always next year crap lamer ear sad fail huh love ya
22100,1,i love mom
22101,1,my moms present cost dollars
22102,1,so buckskin awesome super sexy stud muffin beast sound
